t,AR1_a,AR1_b,AR1_c,AR2,ARIMA_110,ARMA_11_a,ARMA_11_b,ARMA_22,MA1_a,MA1_b,MA2,EX1_a,EX1_b,EX1_c,EX1_d
762,-0.814853459,-1.91705199,0.503048009,-1.567066227,-37.41636653,-0.136746846,3.366086732,1.137624775,-0.127163163,-0.42113183,3.241766772,0.422867225,-0.541074628,0.477654172,1.237980028
763,0.351706375,-2.083879641,-0.43762462,0.519148202,-37.97686285,-1.745154919,4.13831298,-0.179542754,0.889181131,-0.515536831,0.756865338,-0.699783763,0.717922296,-0.758514062,-1.176201988
764,-0.60688017,-2.283873244,0.018210522,-1.673466335,-37.22601039,-1.790814625,2.441596606,-2.416378032,1.887604533,0.089862898,-0.653058027,0.660564432,-0.618517578,-2.015399798,0.822051433
765,-1.697129417,-2.719215861,0.349298577,-0.296381233,-36.63617189,-1.05358234,0.967789631,-2.618643615,-0.511852499,-0.902520978,-3.335565218,-0.829584379,2.655433471,-2.690832258,-0.399954105
766,-0.779682904,-1.410764622,0.495065299,-2.255038267,-36.66854088,-2.182307617,0.372475398,-2.34534225,-1.04022195,-1.287662613,-0.840145452,0.001561988,-1.872908922,-2.324477613,-0.313790394
767,-0.907673546,-0.099242965,-2.597824926,-1.953491342,-35.56437686,-2.075724799,-0.277254112,-2.462209867,-0.078708989,-1.650599657,-0.349433142,0.712188957,0.740524394,0.425475889,0.411415866
768,0.778396527,0.332106226,2.800633484,0.317331606,-35.6617241,-2.400796423,-0.477472964,-1.680370912,0.85023572,-2.280634905,0.97732224,-0.50925207,1.436694808,1.521963359,0.181449418
769,-0.786536099,1.490433939,-3.183549435,-0.464476297,-34.57117334,-1.898883083,-0.660979525,-2.206917261,3.065367671,-1.445551255,0.733220147,-0.082850595,-1.909110016,1.259832798,-0.747199929
770,-1.717143789,1.899798873,2.688156957,-1.121213671,-34.75931915,-0.733826017,0.433184174,0.39898451,1.770581306,-0.333251393,0.316839283,1.133847779,2.068286821,1.009678576,0.88566301
771,-1.446261888,2.034025073,-2.67183693,-0.521221741,-34.48079329,0.280289347,3.594690728,0.323369458,0.422218271,-1.579263602,0.667852355,1.166465171,-3.921394459,0.66482477,-0.011465287
772,0.855475203,0.008658942,1.277279407,-0.506130914,-33.42230053,-0.076436913,3.949166042,-0.11149964,1.399139827,-0.473036628,-0.886144421,-0.579481354,1.76989734,0.115805741,1.175537837
773,1.205835324,0.236179541,-2.272862897,-0.495231849,-34.12246359,0.990239979,0.444657475,-0.594418055,2.366771991,-0.387117859,-1.275768929,-3.162141222,-0.369828696,1.944012764,-2.110481992
774,-0.257096336,0.360195113,2.482797716,0.534509262,-34.14443795,2.194863857,-0.901377985,0.283954039,2.416949015,-0.089614959,-0.896794462,-0.043872436,0.641394108,2.137547748,-0.431670735
775,-1.645368873,-1.068167053,-1.713199821,-1.148105155,-34.26920936,1.69679781,-0.700334386,0.634703522,-1.099233825,0.32920042,0.268474525,0.866295571,0.656588335,0.407738623,0.531826288
776,-0.27299346,-1.127407059,2.310813577,0.776111065,-33.6683283,1.363878675,-0.741391515,1.499753417,-2.803750732,-0.288504118,2.133480106,1.101457108,1.097520078,1.368079073,0.186501488
777,-1.563675378,0.977020877,-0.621517334,0.182772868,-34.09639759,2.552631491,-1.311276437,2.966721757,-1.229387128,-2.169347208,2.591548941,0.25564852,-1.155977257,0.404455592,0.859476957
778,-0.774332918,0.509401297,0.327792571,1.218502386,-34.44022551,2.669576395,-0.567858628,2.836233894,1.655859152,-2.76463714,2.310132175,-1.478796511,-0.23818589,0.261414864,-0.863300647
779,-0.988375977,-1.095553728,-0.888629224,-0.692807214,-33.26423824,0.658815606,2.619956421,4.362938195,1.661141766,-3.499266649,0.90885472,1.303621581,1.065699844,-2.207577935,-0.365915001
780,-0.7930151,-0.610136091,0.93933831,-0.034379443,-32.39015572,-0.364674017,5.249529891,3.555921822,0.20579517,-0.162347467,0.012125251,1.084289592,-0.608364597,-3.705503594,1.783239423
781,0.08138201,-0.155016451,-1.717098359,-0.000747909,-31.04251526,-0.581330178,4.765719248,3.019496934,0.172662747,0.456562346,0.013363917,-2.093299855,0.46122226,-1.555625451,-1.228298337
782,0.636123741,-1.178098888,1.389743676,0.727795459,-30.45482558,-0.871142654,2.896097628,1.765753975,0.672014573,1.719997709,-2.00218894,-1.312742057,-0.446029138,0.642657497,-0.51153275
783,0.542349756,-0.289399364,-0.215491909,-0.019091419,-31.13160343,-0.700331299,0.916744282,-0.110335377,1.749219441,-0.294045411,-1.105284017,-1.389031727,-1.693741156,2.590173843,-0.642976865
784,-1.405390691,-0.221129687,0.709097442,-0.067977206,-31.54859583,-0.702682776,0.202837219,-1.307481151,2.02686375,0.60837543,-0.893088035,-0.833539311,1.416330055,3.89163584,-0.545660166
785,0.081224434,-0.013637499,-1.091347173,1.459353458,-33.02378243,0.59859635,-1.420855903,-1.236684124,-1.556237816,1.965263061,1.481044085,1.566462444,-1.628062492,2.318587725,-0.114000509
786,-0.345154459,0.319132465,1.885533896,0.888220118,-36.50500577,3.374140885,-2.477962841,-0.88982834,-3.993523899,-0.11181662,0.417264978,1.468339524,1.781719663,-0.790197891,1.72521
787,0.972218547,0.821790047,-0.189439021,3.349307042,-37.42461719,2.611481532,-2.654654914,-0.031291687,-1.767687605,0.259592504,0.461953375,-1.000897604,-0.673985135,-1.074340621,-0.768020023
788,0.775490133,0.979377721,1.563981924,1.199231319,-39.06329285,-1.02197761,-4.405169822,-0.535805316,0.688777842,1.009835956,-1.894957335,0.513394219,0.711777353,-0.435046398,-0.016516948
789,-0.130035876,2.222613135,-1.812806867,0.168022066,-41.87258127,-1.415421639,-5.196505508,-0.416061109,-0.975652517,0.202106875,-1.493306684,0.725335834,-0.630269076,0.076654496,0.535523766
790,1.998338518,1.140987525,2.083702336,0.721901599,-42.56287251,-0.895472413,-4.099241629,-0.34679989,-0.557326887,1.418947436,-2.164481633,-0.14305924,1.141181614,0.217126365,0.029648865
791,1.25080942,2.38508786,-1.476508653,-0.870554316,-42.98890903,-0.675669852,-4.387713105,-0.443195266,-0.480190909,0.624656423,0.37860635,1.942835555,-2.376928611,-1.87176535,-0.186711038
792,-0.542052712,0.885420016,1.772629186,-1.228156164,-43.84415934,-1.117256657,-5.892308658,-1.154428755,-0.577648804,1.860019147,0.989951043,2.008208416,1.052473297,-1.918991402,2.182709279
793,-0.273234332,0.980145349,-1.089514004,-0.674517914,-44.53525751,-0.049974763,-4.586412151,-0.998326919,0.205628249,0.020903044,1.971644719,-1.939448881,-0.333038563,-1.478107176,-0.828871849
794,-1.113548705,1.330320752,0.861989548,0.142989905,-45.37589776,2.850574265,-1.653346346,-0.349119734,-1.176900931,0.594873774,1.072998425,1.261951902,0.898891801,-0.039341805,-0.883521671
795,-1.81105099,-0.840560177,-1.5572419,0.243364419,-44.88362313,4.384639588,-0.315314636,1.930635417,0.804186302,0.263383222,-0.271105687,1.348531046,0.447131303,1.451102378,2.408015695
796,-0.495520987,-1.62691337,1.850508968,1.214454287,-43.86059764,2.901654945,-1.903662318,3.312893215,2.113977517,0.039845001,-1.650041631,-1.365437694,0.032874136,1.643362525,-1.774311331
797,0.047941353,-0.855749522,-2.59966289,-0.622217799,-44.97341295,0.91795303,-2.49645054,4.12926995,3.436762353,0.140875218,0.093543881,-1.347723288,-0.163215865,0.856964142,0.920875893
798,0.822841881,-0.768574115,2.178654732,0.503079074,-45.28770364,-0.731472931,-1.652959846,2.508947153,3.007700345,-0.176148999,0.303236363,-3.526869467,-0.963231555,0.672249233,-2.537264407
799,1.837156636,-1.397612227,-1.386633558,1.529142812,-44.74946438,-0.771937551,-2.72738434,2.359656828,0.245117047,-0.167963968,1.17981681,1.403044196,-0.899214545,-1.220216158,-0.233835726
800,1.162734807,-1.648745862,-0.599216739,0.552733247,-43.75825985,-2.078429658,-3.432257002,1.109878202,-0.393897031,0.864942501,0.752251345,2.057422156,1.851318191,-2.405410367,1.729698289
801,0.472091603,-1.663457866,-1.479481908,-0.983968021,-45.58785445,-2.249211763,-0.69366519,1.873791815,-0.651711777,0.582112623,-0.892105975,0.776631468,-0.911406746,-1.286362213,-0.177513438
802,0.275699824,-0.147079177,-1.374597477,-0.138169931,-46.92096863,-1.99094298,1.316776118,3.551110947,-1.71962282,1.377794141,-1.336230034,2.337413706,0.099725329,0.548803921,0.996938046
803,0.975686638,-0.467355787,1.694171444,1.768731481,-45.74120381,-3.363162854,3.22746584,3.668365145,-3.19591982,0.928853194,-3.005435706,0.271661085,-0.997185681,2.358229771,1.037938935
804,-0.579155032,-0.14500536,-1.390377822,0.564787791,-44.23655039,-3.312972362,3.374710087,3.797440159,-1.735846048,0.242403453,-0.429356709,-2.423922728,1.793406567,2.474406989,-1.089356567
805,-1.12809825,1.09265892,1.926149272,1.282301054,-45.04303451,-1.859453211,2.826788167,2.927568141,1.544452181,0.051103523,2.190760423,0.12267214,-2.32421343,1.158375548,-1.023987098
806,-1.469060473,1.517877263,-2.189907242,1.311228858,-47.1905937,-2.284841484,3.606085052,1.986312444,1.623795379,-0.456846277,2.884412157,1.688615509,3.185347492,-1.172632194,1.456634979
807,0.333066123,1.897183429,1.720664278,-1.099822385,-47.98801966,-3.488784275,3.18205526,0.600365242,-0.003952673,-0.046943268,3.816500982,-0.390209919,-2.207327373,-3.421619757,-0.193380288
808,0.819070871,2.266174609,-1.595392499,-0.218811178,-48.64053072,-1.674389307,3.419279099,0.23060987,0.538970985,1.117669849,1.620140081,-0.253711842,3.027938396,-1.703357105,-0.147567056
809,-1.298688094,2.03740339,0.490410743,1.035781764,-48.07074679,0.781650298,2.723514573,-0.287854589,0.821252264,1.409611639,0.369427472,-2.095905104,-0.232693341,0.57710058,-0.064316622
810,0.20222553,2.134959338,0.299060772,0.261941751,-47.43504978,1.23384559,2.027538056,0.115724692,0.735210405,1.484320317,-1.096850169,-1.529801592,2.0528911,0.799379064,-2.012038801
811,-1.078913078,2.371001443,1.27174163,-0.17065818,-46.9726322,-0.942820823,2.35302605,0.725553647,0.982465934,2.330347621,-0.609743812,0.866432514,-0.907221714,-0.406576644,1.086619363
812,-0.265528553,2.233725679,-0.221161702,1.348153558,-46.51151981,-1.18672876,4.178130182,1.56322612,0.241759564,1.396688597,0.320287937,0.044015147,-0.060527028,0.189391847,-0.525667014
813,0.947342892,1.674289196,0.072513735,-0.282321741,-46.06859735,-0.419871626,5.718363932,1.652479105,0.905014638,0.369951555,-0.483828541,1.451605338,-0.828552634,-0.496808008,0.726768894
814,-0.405656753,0.218471577,0.997290674,0.518177978,-47.07244293,-1.689355087,6.273443065,1.741497723,1.154114077,1.646224457,-1.685421313,0.466969132,-0.55802602,0.734472818,0.51175576
815,0.401429509,1.556003892,-0.654871303,0.074754004,-45.32525696,-1.960268336,3.79260303,2.717033594,-1.300670632,0.867603576,-2.004426738,-0.403665779,2.063072673,1.323827442,-0.203106053
816,-0.157208979,0.854166489,0.353908971,-0.496509747,-45.68895079,0.913463343,2.168642934,3.069818968,-0.619666237,-1.046660529,-2.241005976,0.477831482,-1.152414383,2.218667531,-0.147141816
817,1.151698143,2.022331236,0.04531085,-0.059304327,-45.92412858,1.98311944,1.613963818,3.146942014,2.474776318,-1.497826779,-1.367377221,-0.915468033,2.524490777,3.746411186,0.66738995
818,1.111324078,2.242288199,0.164225882,-1.546630767,-46.6095546,3.295241741,0.806141981,2.629177711,1.882403327,-1.190251935,-1.684548019,-2.427914714,-1.384017044,4.503813847,-1.782466497
819,1.029300292,2.094220568,-0.074441706,-0.232491676,-45.22069788,2.383145878,0.546457288,2.745393826,2.232349865,-1.826491601,-0.200213959,0.766633726,0.038781837,3.36569942,-0.117077932
820,-1.340401037,3.749067087,-0.661437743,-1.507303295,-43.37594368,1.669075748,-1.88635316,3.243534246,2.071976653,0.557914656,-0.009688811,1.583017549,-1.738952434,0.327488097,0.933474871
821,-0.984830481,5.144848252,0.03766459,0.008826558,-42.83280771,2.242178261,-3.463718073,3.446816521,0.929419014,0.257024947,0.089927676,1.346491857,0.369943528,-2.232335869,0.377990913
822,-2.243688345,3.205724421,-0.65947714,-1.078457047,-42.30150533,1.446308466,-4.120347002,2.48579581,0.203484858,0.762640399,0.287121865,0.918799965,-0.523060945,-3.616948046,0.850014269
823,-1.109905528,1.807220276,0.662513287,-1.073367713,-40.81726196,1.819312523,-4.329795332,1.322969734,-2.242238031,3.055464642,1.157657178,-0.570849849,1.660913108,-0.884128254,-0.192543193
824,-0.678590938,1.109893983,-0.503722723,-1.110432435,-37.69039309,0.850427043,-2.833914033,2.804950668,-2.792260486,1.027162444,1.434866709,-1.453308166,-1.907639064,1.422389525,-0.332206145
825,-0.63664178,1.615750633,1.610022429,-1.701583442,-35.5120067,0.5218406,-2.441668131,3.529627763,-1.097940265,0.128136662,0.219557975,-2.457216591,2.558188409,3.467012922,-1.025345969
826,-0.597616806,1.979136531,-0.729484561,0.439016921,-35.24748146,0.960354102,-1.872244307,5.608841891,-1.244356012,-0.353227879,-1.082369656,0.496141441,-2.238028234,3.391393738,-1.122897666
827,-0.558988285,0.404220182,0.728180006,1.076886562,-36.07230863,2.784344786,-1.497583675,6.407981352,-2.449165396,2.574052999,-1.162873129,2.543876915,1.366236489,0.589455479,1.966846449
828,-1.501434428,0.389554862,-0.940180813,0.907673802,-34.56148636,3.648628701,0.66040753,8.085344252,-1.303474138,0.672622495,-0.371972561,-0.898127618,-3.484602301,-2.814168355,0.003674529
829,-1.320979213,0.769684474,-0.240431054,0.610498207,-35.72556447,3.691243753,1.570277548,11.0796568,-0.636564691,0.531142456,1.730097825,-1.785500069,4.433747183,-4.130114513,-0.914223971
830,-1.105126111,1.00288657,1.292335887,0.752317692,-33.36826898,0.786524217,-0.420551161,11.53074576,1.939027184,1.576697571,1.708675858,0.664549731,-4.314058098,-2.950136458,-0.602705384
831,-0.137309196,1.128982755,0.882223693,0.378291698,-32.21524227,-0.006845246,-0.591154023,12.82900768,2.043452066,1.452927974,-0.727051143,0.49417771,4.207517456,0.357385151,1.454360731
832,1.382076996,1.652411415,0.759496726,-0.045586773,-31.97781951,-0.222645579,0.895062886,12.28866652,0.537616523,1.583381013,-2.843546264,-0.022834927,-1.873304298,1.253544802,-1.387317187
833,-0.056443895,-0.840301281,-0.080450726,0.705134925,-31.67780529,-0.526114784,0.943017052,11.65579151,0.850735538,1.227783793,-3.352273949,1.971004452,2.154579496,2.106929384,1.770720836
834,-2.071740151,-0.503150842,-0.503744592,-1.266881203,-30.56440804,-0.381870497,1.332214231,11.16861655,0.44283868,0.975975115,-0.77186432,0.686211875,-1.228946428,1.288679477,-0.322037753
835,-1.1738439,1.739306016,-0.641802887,-0.848583555,-29.59354141,-2.555528298,3.178488536,11.31372688,0.694864917,-0.527977661,-0.227068707,2.981110177,0.730055268,-0.188971313,1.091601187
836,-1.460434562,0.435579752,0.979262543,-1.048463065,-30.96717165,-3.021227819,2.632982951,11.3557164,1.055534114,-0.08369942,0.470964401,2.810733369,-1.246985829,-3.224924162,1.558619127
837,-0.077376309,0.128893396,-1.090475748,0.177661738,-31.43781309,-3.097889419,3.051815072,10.857289,1.196144756,-0.103490943,-0.719135178,0.827099587,1.559714228,-1.484373162,0.771907739
838,-0.10893961,-1.595569747,0.802754109,-0.893073445,-31.26977344,-2.667330745,3.101645764,10.38535695,1.609700553,2.615357761,1.30783218,-1.39294278,-2.027069274,-0.638971433,-0.198277048
839,0.462278379,-3.169461276,-0.674428267,-2.029501241,-30.50939878,-0.921217114,1.050236581,8.703657244,1.838010625,2.43650454,1.158053872,-1.976476122,2.48061769,0.859486126,-1.153849982
840,1.546148776,-3.757941293,-0.739459266,0.080351811,-31.08459471,-0.88773299,0.070026366,7.66960744,0.892631856,1.279955,0.419252081,-1.419212718,-1.049533007,2.671681509,-0.483822057
841,0.376839874,-0.568766539,-0.168046586,-1.307383347,-33.80073515,-0.304316143,-1.486665963,6.779317569,-1.216986799,-1.71534076,-1.56579908,1.201220879,0.047673902,2.897874504,-0.782381
842,-1.969148421,-0.857871289,-0.918431978,0.693431629,-35.75499572,-0.301659372,-2.992408236,6.399272616,-3.664222975,-2.659255052,-2.664042697,2.572720843,1.32134783,2.056750918,2.227085921
843,-1.449222808,-0.167828052,-0.415554379,1.046603406,-37.87185081,1.760933512,-1.935693918,6.503129061,-2.572336111,-1.773138967,-1.941125318,0.966337087,-1.037428887,0.354711791,-0.310282173
844,-0.261677029,-0.695738525,-1.650835003,0.647255801,-39.90785387,1.668398471,-0.958956388,5.732620747,-1.876953423,-1.173072291,-0.341124012,1.598874991,-0.355997182,-1.336605283,1.353537393
845,-0.203049229,-0.935620787,0.971687208,0.729391616,-42.08323497,-0.583045209,-0.429433249,4.436896838,-1.531985494,-0.920258338,0.088242823,-1.585609269,0.628429868,-0.951835614,-0.165704057
846,-0.11833027,1.114722072,-0.826541529,1.945671656,-43.78646808,-0.334067815,-0.49591218,3.66983493,-0.497106243,0.302833268,-0.281287214,-2.969440773,0.082743953,-1.062830865,-1.386219587
847,-0.994497969,-0.034983497,1.089285726,1.253199875,-45.11962501,1.029157351,-0.728077868,2.718353328,0.098615067,0.148877466,-1.459182599,-1.70376364,-1.496395832,0.272049213,-1.173711065
848,-0.942915583,-0.416690668,0.158772459,1.023462633,-45.12342645,0.667735578,-0.245360899,4.076667309,1.906105825,-0.44096229,-0.823475804,0.0489924,2.216146061,1.73842579,-0.167254937
849,0.204575978,-0.476574978,0.744208256,1.461516121,-44.13927897,1.056756491,-0.317644884,1.388090177,3.035446209,1.010415744,1.328610537,1.714359243,-1.452617917,0.81044868,0.283503087
850,2.45478348,1.085020688,-2.19728226,2.132209412,-44.34332215,2.576390739,-1.225762593,2.074657254,2.277006244,-1.395203668,0.875276393,0.560410822,0.660518157,1.300722737,1.356017413
851,1.96673631,0.944431391,1.221239119,2.187422152,-44.77456603,1.33274935,-0.930191279,1.606586088,0.967253778,-1.338646726,1.92482122,-0.22622689,-0.669790553,0.915147774,-1.200140754
852,2.910135442,-1.334116493,0.701489612,-0.336153512,-44.67186759,1.939333948,0.239631075,0.719515981,0.608060795,0.819433667,1.569596262,1.00468571,-0.894985774,-0.921153886,1.321531447
853,0.58689043,-0.698623439,-1.240056547,-0.047099402,-43.21145742,1.498729394,2.307223015,-0.088721823,0.289902373,1.592749183,2.108463866,-1.237897484,1.303846273,-1.03509565,-0.707516085
854,-0.690470385,-1.285768658,-0.366564551,-0.555643845,-42.39128174,-0.436335858,3.803485065,-0.580177103,-1.631804389,0.438971847,1.074584728,-2.608416384,-0.174113445,0.01096914,-0.328447345
855,-0.391422856,-1.099195819,1.183686233,-1.746703675,-43.59804982,-0.812602983,3.648937392,0.088759047,0.674315775,-0.557125411,0.416960885,0.004253958,0.595945747,-0.901683705,-2.179520061
856,0.746948837,-0.547550452,-1.27073371,-1.277935868,-44.09025812,-2.029769267,1.569159765,0.486517381,2.745965227,-0.442392084,-0.181729422,2.080424313,-1.832716122,0.11186112,2.841871898
857,1.57428996,-0.020788944,1.420767438,1.330245711,-44.50467378,-2.712735319,0.808514024,-0.575139088,2.123481793,-0.540412944,1.443515906,-0.910859123,2.109980688,0.883001905,-1.590093023
858,-1.346103527,0.297029005,-2.150801642,-0.20700922,-42.98083032,-1.024534622,0.358159956,0.348952425,0.43348095,-0.683256814,1.097443579,2.588645074,-1.617883363,0.325495168,1.139801153
859,-1.144207673,-0.521748686,0.933160796,0.773317951,-41.72310207,-0.21818029,0.409056879,0.165021592,0.17358693,-1.608585443,0.479630363,1.366090366,1.304698251,-0.257381812,1.114574178
860,-2.035577399,0.390992731,0.936147035,1.056705745,-41.59151491,0.224044722,2.835169876,-0.664529614,0.954799346,-1.008886755,0.137451409,0.064131828,-0.322558623,-1.850947613,-0.090418776
861,0.311581576,-0.364630434,0.464781256,0.358895668,-41.95208491,-0.097539844,2.850756631,-1.07356789,-1.173550384,0.116159167,1.317305927,-0.277127217,0.351861801,-1.134399053,0.16674914
862,1.8810635,-0.211410601,0.704223223,1.86212963,-42.67372369,-0.303678147,1.652872367,-1.346408565,-1.421863355,-0.416736612,1.921445949,-1.182042103,-0.845746472,0.660038328,-0.500460459
863,1.933895698,1.561636048,-1.399013078,0.508862067,-42.92067183,0.160828413,1.416383054,-1.426149958,0.243190419,-1.447649051,0.707062124,0.193757472,0.68362086,1.683892846,-0.536390678
864,0.854203203,0.821152012,0.820613726,1.638633535,-42.89242291,-0.09643313,0.13108179,-2.863034864,0.705181879,-2.298630591,-0.234604972,0.094685193,-1.108434175,-0.002085842,0.893596372
865,-1.235100393,1.847879126,0.262073118,2.273588494,-41.95962536,-0.955133522,-1.411297561,-3.561879789,-0.305021815,-1.366205137,-0.145646149,-0.124236404,2.642707037,-0.200224475,-1.060360674
866,-0.95574123,0.933309695,-0.527630703,0.432796059,-41.0797701,-0.38039311,-1.273663356,-5.075623536,1.380659307,1.489937688,0.785893345,2.120881612,-1.943739026,-0.129080366,1.248611217
867,-1.785780804,1.882825101,-1.059437071,1.655817775,-40.91854424,0.645876728,-1.241706673,-3.444937374,3.361675356,0.47507891,0.832064734,-0.593719441,2.620186425,-0.018576567,0.505480009
868,0.750987229,2.3673546,0.86719422,-0.864589421,-41.76242002,2.383057425,-1.011275259,-3.098081862,2.180739326,-0.971761026,1.230404503,0.127549816,-0.591993009,0.767163594,-1.259433076
869,-0.944256235,1.726365053,-0.586763766,1.566722819,-41.63404255,3.048428214,0.238992086,-1.294516008,-0.085162764,2.399390626,1.173563785,1.614088541,1.133554105,0.87026678,1.755463204
870,0.274889405,0.30965934,-0.656163853,1.011462695,-41.61950456,2.281043964,1.065672401,-1.527294236,-1.451357627,-0.288423596,0.011232346,-2.040292439,-1.74504436,-0.077572049,-0.660094099
871,-0.221038308,0.679953167,-0.565149809,0.567538734,-41.42794389,0.005319974,0.912703739,-0.401944324,-2.049486345,-1.031825629,-1.454274262,-0.617695712,1.790724548,-0.505681756,-1.19576498
872,-1.508330082,0.920084896,-0.619098252,0.56468813,-40.20936647,-0.164302395,0.85376203,-1.45466933,-1.694123913,0.750015537,-3.998224634,1.619395332,-1.812205632,-1.028433218,0.936602268
873,-0.835707645,-0.098266334,1.419220702,0.600884317,-37.7261844,-0.493393528,1.936301398,-1.43850963,-2.361904314,-0.079928213,-4.123740363,-1.181734951,3.516544402,0.980367358,0.413671786
874,1.725106898,-0.154925924,-0.875821028,0.760212296,-37.19009162,-0.04146437,2.316656521,-2.424745464,-0.973028557,0.896513088,-3.33690043,-0.499843363,-3.842985291,1.66501057,-1.722944594
875,2.39032645,-0.672111821,0.047617624,-0.677724438,-35.2243555,2.366109985,1.72276908,-2.716727554,-1.065438299,1.515651041,-0.611181327,2.050850877,2.951292729,2.240022095,1.73412973
876,-0.784526561,-1.187770617,-0.058288049,-2.555702659,-34.91164735,1.582556882,1.217523413,-2.754492421,-2.368951173,0.536580133,-2.335460775,-0.897515843,-2.187076477,2.911672941,-0.189215765
877,-1.582168264,-0.483750428,0.24463829,0.893055003,-34.45767027,0.499087932,1.23237944,-3.422777645,-0.277429906,-1.135355761,-1.16408668,-0.747628286,2.302851782,2.451621591,-0.661725642
878,-1.619624398,-0.16607113,0.812724601,-0.131599579,-33.96291353,0.394983789,1.81521606,-4.305576453,0.952501907,-0.377057693,-2.090118639,-1.222910286,-2.601350103,0.157584044,0.10941206
879,0.423348662,-0.613201249,-0.051031136,-0.300598321,-33.94296799,-0.78486352,1.934014658,-5.651450645,1.464412999,-0.126772929,0.732735737,-0.466316261,2.116909676,-0.673537692,-1.360130203
880,-0.272326734,-0.590061338,0.529985245,-0.508113336,-32.53674763,-1.772795776,0.637948931,-5.551129318,1.412376919,-1.078420078,0.904338269,2.254973356,-1.697022804,-1.131955708,1.303266762
881,-0.242953625,0.425663142,0.575988683,-1.632577325,-32.35192741,-1.055069905,-0.724508789,-5.396902221,0.334335681,-0.380291987,-0.067410971,0.775596952,1.137427827,1.271593034,0.575034747
882,0.641892941,0.551675384,-0.088206149,-1.725320692,-31.580504,-0.934155878,1.193934124,-2.927613424,0.386419376,0.670130375,-0.0592983,-1.546772218,-2.467622508,0.807821118,0.022173205
883,-0.51613138,2.189610499,-0.751407911,-3.744684501,-31.13090566,-0.479011687,2.679602904,-1.018639431,-1.169918286,0.268451257,-1.225798139,-0.733219024,1.736052051,0.048929098,-1.58428702
884,0.171388816,0.729793099,-0.605680908,-0.859563999,-31.79262695,0.694613033,3.540616063,1.888893053,-1.107947238,0.80126754,-1.295439451,1.452961516,-0.963859159,-0.181023755,1.321787553
885,0.422668205,1.737515543,-0.671987239,-2.190141037,-30.97497058,1.127838667,4.777415217,2.732553362,0.276741876,-2.001772906,-0.673574078,-0.345564474,0.324307612,0.347702297,-0.251802707
886,0.068028016,0.163759332,-0.78236801,-0.552570654,-32.57271712,0.676358791,5.599847367,2.569241828,0.932276838,-0.768142978,-1.067101664,0.684648467,-1.66130087,-0.320854504,-0.024659033
887,1.441885129,0.751498365,-0.031018706,-2.432921424,-34.05751752,0.55973831,8.210856226,0.812307845,0.578323648,-0.127908017,0.21381718,0.664124286,0.78162644,-0.458876058,0.716004197
888,0.068097057,0.725121799,-0.506377484,-2.07999332,-36.48980032,1.543188155,8.405587356,-1.090933878,0.058558482,-0.056057555,0.489244381,-0.950773096,-0.377359383,-0.301943869,-0.266785087
889,0.000977867,0.580550743,0.001393534,-1.137219482,-37.75484893,1.475032563,7.577878824,-3.435749473,-1.258645121,1.319543266,-0.968305178,-0.50442348,-1.049815033,-0.292696256,-0.611164483
890,-0.921989339,-0.845960746,0.471132012,1.037853498,-38.24945555,0.753887333,7.38153931,-6.159770375,-0.519420386,0.828130616,-0.237926158,-0.19479404,2.125226697,-1.699404568,0.289152198
891,-0.776621941,-1.495367877,-0.531063156,0.533211287,-39.66495469,0.318155024,5.600957326,-6.808770354,-1.466214799,0.17266183,0.158158157,1.302234552,0.396451637,-1.791102395,-0.565049327
892,-1.823461293,-0.783344575,1.577955923,-0.604148834,-39.86330122,0.462831962,4.623796225,-6.591916298,-1.319920451,-2.576803352,2.768023161,1.934578353,-1.39287798,-0.51641763,2.036728441
893,-0.474974258,2.442260091,-0.59585259,0.909599976,-41.01520938,1.045834776,5.131957096,-5.870404815,0.57145848,-2.795316422,1.786743385,0.077722281,1.758120939,-0.067646147,-0.707553245
894,1.377407439,1.499760664,1.2208301,-0.865407284,-41.04715277,0.98630401,4.851789101,-4.696092722,1.753182227,0.01882008,0.388780991,2.247239267,-0.595389666,-1.211292113,0.979981902
895,-0.790315975,3.452109888,-1.211409369,-0.735777023,-40.82848941,-0.327721685,3.940624954,-5.718073638,2.066671603,-0.966441377,-0.699282461,1.181559671,0.10294257,-1.724883296,0.971558529
896,-1.251297837,0.854145851,-0.461633597,-0.209195544,-39.98201544,-1.242479479,3.529594892,-6.030092,1.764540835,-0.961942416,-1.164247718,-1.272893242,-0.200109759,-0.87129547,-0.092118368
897,-0.546242225,-0.433741761,0.008413785,0.479578495,-40.4126141,1.142712029,1.94464506,-6.944741097,-0.978682746,0.236602409,0.744541866,-0.698246008,1.099597107,-1.360556362,-1.168180925
898,-2.037971836,-0.168835257,-0.085269326,-0.705748445,-40.57561929,1.975113599,0.613964033,-7.062375897,0.163808182,-0.171593601,0.692547802,0.472573942,-1.103222172,0.360466044,0.813789598
899,-1.445459903,0.600050115,-0.07207409,0.689793165,-41.13624182,2.541589234,0.64958753,-6.918962916,0.846424148,-1.063650172,0.343577644,1.510478102,-0.306288014,3.137377219,-0.576970524
900,-0.954215008,1.033452431,-0.056195352,0.709581057,-42.94149749,3.218778024,0.523894712,-8.047388921,2.298773354,-1.971918569,0.019453979,0.866634784,0.844991574,1.881427526,2.256592893
